sample_id,hp_folder,image_number,left_image,right_image,head_rot_x,head_rot_y,head_rot_z,head_pos_x,head_pos_y,head_pos_z,look_at_x,look_at_y,look_at_z,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y,left_iris_x,left_iris_y,right_iris_x,right_iris_y,left_crop_xmin,left_crop_ymin,left_crop_xmax,left_crop_ymax,right_crop_xmin,right_crop_ymin,right_crop_xmax,right_crop_ymax,gaze_world_x,gaze_world_y,gaze_world_z,gaze_world_yaw,gaze_world_pitch,target_horizontal,target_vertical,target_direction,head_yaw,head_pitch,head_roll,relative_yaw,relative_pitch
071_06,HP_071,6,071_06.png,071_06.png,-16.7037,-26.4387,-3.0675,15.1097,-5.1992,48.6592,11.0,-5.5,0.0,2973.37231,649.243042,2488.64868,595.5554,2966.684,650.4968,2486.48218,597.553,2822,597,3050,726,2360,549,2553,670,-0.0841576189232931,-0.0061597225520418,-0.9964334162377554,-4.827678227261787,-0.352928337039407,RIGHT,DOWN,DOWN_RIGHT,-26.4387,-16.7037,-3.0675,20.484143433095763,-18.091940788928643
071_07,HP_071,7,071_07.png,071_07.png,-16.7037,-26.4387,-3.0675,15.1097,-5.1992,48.6592,11.0,0.0,0.0,2973.047,662.8552,2488.30786,608.1564,2966.41479,661.8999,2486.19727,608.112061,2822,604,3049,728,2360,554,2552,672,-0.0836862227045658,0.105871817671747,-0.9908520446324578,-4.827678227261787,6.077398019995571,RIGHT,CENTER,CENTER_RIGHT,-26.4387,-16.7037,-3.0675,20.993021380135065,-11.680424830058284
071_08,HP_071,8,071_08.png,071_08.png,-16.7037,-26.4387,-3.0675,15.1097,-5.1992,48.6592,0.0,0.0,0.0,2945.69678,662.936768,2463.72168,608.0178,2943.50317,661.9689,2465.59058,607.9961,2822,605,3049,728,2360,555,2550,672,-0.2950206078313273,0.1015156584337635,-0.9500828448338564,-17.25066240026778,5.826455512575301,CENTER,CENTER,CENTER_CENTER,-26.4387,-16.7037,-3.0675,8.445249286467844,-10.593013250967724
071_09,HP_071,9,071_09.png,071_09.png,-16.7037,-26.4387,-3.0675,15.1097,-5.1992,48.6592,-11.0,0.0,0.0,2921.8894,662.995239,2442.15454,607.8949,2923.55249,662.019653,2447.4978,607.893066,2822,606,3049,729,2360,556,2549,673,-0.4707342865308025,0.093736875664253,-0.8772813856597214,-28.21725104975201,5.378623696038432,LEFT,CENTER,CENTER_LEFT,-26.4387,-16.7037,-3.0675,-2.5562649706891776,-9.220972733702549
071_10,HP_071,10,071_10.png,071_10.png,-16.7037,-26.4387,-3.0675,15.1097,-5.1992,48.6592,-11.0,5.5,0.0,2922.62085,674.3423,2442.69116,618.5394,2924.16455,671.5327,2447.945,616.8214,2822,615,3049,733,2360,565,2548,676,-0.4641838465447077,0.1902126723382933,-0.8650736939064119,-28.21725104975201,10.965195769865456,LEFT,UP,UP_LEFT,-26.4387,-16.7037,-3.0675,-1.4875543651834169,-3.7361682027380065
071_11,HP_071,11,071_11.png,071_11.png,-16.7037,-26.4387,-3.0675,15.1097,-5.1992,48.6592,0.0,5.5,0.0,2945.809,675.404053,2463.726,619.6793,2943.59937,672.417358,2465.59326,617.772949,2822,615,3049,732,2360,564,2549,675,-0.2902228775162478,0.2055072311906814,-0.9346322588561392,-17.25066240026778,11.859193485118317,CENTER,UP,UP_CENTER,-26.4387,-16.7037,-3.0675,9.291218163665356,-4.6187791474027415
071_12,HP_071,12,071_12.png,071_12.png,-16.7037,-26.4387,-3.0675,15.1097,-5.1992,48.6592,11.0,5.5,0.0,2972.20044,675.7621,2487.55615,620.198853,2965.71265,672.716064,2485.569,618.205933,2822,613,3049,732,2360,563,2551,674,-0.0822091236053347,0.2140233728199618,-0.9733630647825152,-4.827678227261787,12.358237051028404,RIGHT,UP,UP_RIGHT,-26.4387,-16.7037,-3.0675,21.467659630840192,-5.417129379702103
071_13,HP_071,13,071_13.png,071_13.png,-16.7037,-26.4387,-3.0675,15.1097,-5.1992,48.6592,11.0,11.0,0.0,2970.97363,687.355469,2486.49854,631.162964,2964.69336,682.4374,2484.68481,627.4,2821,626,3048,736,2360,574,2550,677,-0.0798787737678643,0.3148580752902616,-0.945771523110024,-4.827678227261787,18.352246144062605,RIGHT,UP,UP_RIGHT,-26.4387,-16.7037,-3.0675,21.911342370283155,0.5604807828226986
071_14,HP_071,14,071_14.png,071_14.png,-16.7037,-26.4387,-3.0675,15.1097,-5.1992,48.6592,0.0,11.0,0.0,2945.90649,686.7092,2463.73462,630.341431,2943.68359,681.8972,2465.59839,626.715454,2821,627,3048,737,2360,575,2548,679,-0.2826127114626251,0.3029907831078947,-0.9101245193221684,-17.250662400267785,17.63732536573153,CENTER,UP,UP_CENTER,-26.4387,-16.7037,-3.0675,10.087941367129007,1.1042590257615559
071_15,HP_071,15,071_15.png,071_15.png,-16.7037,-26.4387,-3.0675,15.1097,-5.1992,48.6592,-11.0,11.0,0.0,2923.59888,684.8115,2443.4707,628.403442,2924.9834,680.3136,2448.59473,625.0978,2821,627,3048,737,2360,576,2547,680,-0.4536977930192042,0.2814870063109378,-0.845531417445626,-28.21725104975202,16.34897395230694,LEFT,UP,UP_LEFT,-26.4387,-16.7037,-3.0675,-0.47046525460396565,1.5507692964184243
072_01,HP_072,1,072_01.png,072_01.png,-2.2225,-16.363,3.4257,16.121,-2.2282,49.0592,11.0,-11.0,0.0,3144.30347,669.0216,2641.83325,706.5342,3137.66968,672.753662,2639.665,710.2693,3010,620,3229,744,2514,660,2722,783,-0.1022162973896923,-0.1750870762434882,-0.9792325281976948,-5.959186556066899,-10.08372544521131,RIGHT,DOWN,DOWN_RIGHT,-16.363,-2.2225,3.4257,11.072167539965584,-11.65700638253779
072_02,HP_072,2,072_02.png,072_02.png,-2.2225,-16.363,3.4257,16.121,-2.2282,49.0592,0.0,-11.0,0.0,3118.098,670.178467,2616.84082,707.8325,3115.718,673.7197,2618.71777,711.351563,3010,619,3229,744,2514,659,2721,783,-0.3077717217817436,-0.1674655411652564,-0.936606566170518,-18.19067802071753,-9.640492830812864,CENTER,DOWN,DOWN_CENTER,-16.363,-2.2225,3.4257,-1.2436546453503767,-11.846915071907986
072_03,HP_072,3,072_03.png,072_03.png,-2.2225,-16.363,3.4257,16.121,-2.2282,49.0592,-11.0,-11.0,0.0,3095.73169,672.510132,2595.45557,710.357056,3096.974,675.6666,2600.77515,713.4586,3010,621,3229,744,2514,660,2721,783,-0.4779969152655571,-0.1545995111288821,-0.8646490271522443,-28.93477846116449,-8.893569957910024,LEFT,DOWN,DOWN_LEFT,-16.363,-2.2225,3.4257,-12.096391510479538,-11.57440290734537
072_04,HP_072,4,072_04.png,072_04.png,-2.2225,-16.363,3.4257,16.121,-2.2282,49.0592,-11.0,-5.5,0.0,3095.62549,683.6299,2595.28662,720.9347,3096.88525,684.9879,2600.63428,722.3308,3011,629,3228,746,2514,666,2721,785,-0.4829917247638928,-0.058266742564157,-0.8736841423080554,-28.93477846116449,-3.340330333830824,LEFT,DOWN,DOWN_LEFT,-16.363,-2.2225,3.4257,-12.321681887830701,-6.025624300364585
072_05,HP_072,5,072_05.png,072_05.png,-2.2225,-16.363,3.4257,16.121,-2.2282,49.0592,0.0,-5.5,0.0,3118.10547,682.521362,2616.82935,719.587769,3115.724,684.062,2618.7085,721.205933,3011,628,3228,747,2514,665,2721,785,-0.3115556551838713,-0.0632310522070957,-0.9481217789713156,-18.19067802071753,-3.625290920334342,CENTER,DOWN,DOWN_CENTER,-16.363,-2.2225,3.4257,-1.5374125490797645,-5.83871381251937
072_06,HP_072,6,072_06.png,072_06.png,-2.2225,-16.363,3.4257,16.121,-2.2282,49.0592,11.0,-5.5,0.0,3144.515,682.025269,2642.06714,718.8607,3137.846,683.6478,2639.85986,720.5995,3011,629,3228,747,2514,667,2722,786,-0.1035923708997067,-0.0661850261881781,-0.9924153177978702,-5.959186556066899,-3.7948966779955327,RIGHT,DOWN,DOWN_RIGHT,-16.363,-2.2225,3.4257,10.7197457376904,-5.377832830916796
072_07,HP_072,7,072_07.png,072_07.png,-2.2225,-16.363,3.4257,16.121,-2.2282,49.0592,11.0,0.0,0.0,3144.19214,695.2284,2641.828,731.4325,3137.57861,694.7091,2639.6604,731.1343,3011,643,3228,752,2515,677,2722,789,-0.1037142435914229,0.0451271387561821,-0.993582858660484,-5.959186556066898,2.58647297350281,RIGHT,CENTER,CENTER_RIGHT,-16.363,-2.2225,3.4257,10.369481960922185,0.9939408800233012
072_08,HP_072,8,072_08.png,072_08.png,-2.2225,-16.363,3.4257,16.121,-2.2282,49.0592,0.0,0.0,0.0,3118.10815,695.0292,2616.822,731.5591,3115.72729,694.5425,2618.70215,731.2407,3011,640,3228,752,2515,675,2721,788,-0.3118901494608633,0.0431085932031943,-0.9491397072408898,-18.19067802071753,2.4707060943762817,CENTER,CENTER,CENTER_CENTER,-16.363,-2.2225,3.4257,-1.8287632293532141,0.25034000516026184
072_09,HP_072,9,072_09.png,072_09.png,-2.2225,-16.363,3.4257,16.121,-2.2282,49.0592,-11.0,0.0,0.0,3095.82739,694.8622,2595.435,731.6693,3097.0542,694.403564,2600.75781,731.3342,3011,639,3228,750,2515,674,2721,789,-0.4834319428398521,0.0397176746814556,-0.874480453160609,-28.93477846116449,2.2762538617058823,LEFT,CENTER,CENTER_LEFT,-16.363,-2.2225,3.4257,-12.544906339332428,-0.4134601778763002
072_10,HP_072,10,072_10.png,072_10.png,-2.2225,-16.363,3.4257,16.121,-2.2282,49.0592,-11.0,5.5,0.0,3096.31641,705.750366,2595.8833,742.0991,3097.46338,703.532349,2601.13135,740.0835,3011,652,3228,755,2515,686,2721,793,-0.4792804227531394,0.1365722120541577,-0.8669707649397448,-28.93477846116449,7.849543128821735,LEFT,UP,UP_LEFT,-16.363,-2.2225,3.4257,-12.76608646812859,5.155449498405019
072_11,HP_072,11,072_11.png,072_11.png,-2.2225,-16.363,3.4257,16.121,-2.2282,49.0592,0.0,5.5,0.0,3118.1062,707.063,2616.81934,743.126343,3115.727,704.6282,2618.69849,740.938965,3011,656,3228,757,2515,688,2721,793,-0.3087420985126586,0.1480069899960008,-0.939559602962113,-18.19067802071753,8.511446332316844,CENTER,UP,UP_CENTER,-16.363,-2.2225,3.4257,-2.1177212717156726,6.284194061791138
072_12,HP_072,12,072_12.png,072_12.png,-2.2225,-16.363,3.4257,16.121,-2.2282,49.0592,11.0,5.5,0.0,3143.38477,707.863159,2641.151,743.5521,3136.90747,705.2969,2639.09448,741.292358,3011,660,3228,758,2515,691,2723,793,-0.1025687336077704,0.1547884567599241,-0.982608868543318,-5.959186556066899,8.904527649072588,RIGHT,UP,UP_RIGHT,-16.363,-2.2225,3.4257,10.021382387792265,7.302458879003673
072_13,HP_072,13,072_13.png,072_13.png,-2.2225,-16.363,3.4257,16.121,-2.2282,49.0592,11.0,11.0,0.0,3142.213,719.3297,2640.132,754.6542,3135.93335,714.910645,2638.24268,750.6019,3011,676,3228,764,2516,704,2723,798,-0.1002766303364984,0.2590274011750183,-0.9606505102527524,-5.959186556066899,15.012359405218607,RIGHT,UP,UP_RIGHT,-16.363,-2.2225,3.4257,9.675452481288142,13.40081319846669
072_14,HP_072,14,072_14.png,072_14.png,-2.2225,-16.363,3.4257,16.121,-2.2282,49.0592,0.0,11.0,0.0,3118.10083,718.107666,2616.81982,753.7803,3115.72485,713.8889,2618.697,749.8751,3011,673,3228,763,2515,702,2722,799,-0.302415899393228,0.2481494944701631,-0.9203078029596334,-18.19067802071753,14.36803578031625,CENTER,UP,UP_CENTER,-16.363,-2.2225,3.4257,-2.404301510002225,12.133953904330607
072_15,HP_072,15,072_15.png,072_15.png,-2.2225,-16.363,3.4257,16.121,-2.2282,49.0592,-11.0,11.0,0.0,3097.04175,715.909546,2596.57886,751.8329,3098.0708,712.052734,2601.71069,748.251343,3011,667,3228,760,2515,699,2722,798,-0.4708805695976233,0.229670821531333,-0.8517762634122533,-28.934778461164505,13.277692415998558,LEFT,UP,UP_LEFT,-16.363,-2.2225,3.4257,-12.985243727226097,10.57925921992571
073_01,HP_073,1,073_01.png,073_01.png,5.3231,-16.5283,2.9459,15.1505,5.3061,51.9763,11.0,-11.0,0.0,2972.32129,1120.89026,2516.999,1148.59863,2966.68,1123.85632,2515.38257,1151.66357,2847,1074,3053,1191,2400,1103,2592,1220,-0.075972010197036,-0.2984717974879868,-0.9513899514767388,-4.565592241921155,-17.365838841281494,RIGHT,DOWN,DOWN_RIGHT,-16.5283,5.3231,2.9459,12.671024019868542,-11.42788216336711
073_02,HP_073,2,073_02.png,073_02.png,5.3231,-16.5283,2.9459,15.1505,5.3061,51.9763,0.0,-11.0,0.0,2950.75977,1121.50867,2496.4353,1149.38611,2948.60718,1124.37329,2498.13916,1152.32031,2847,1073,3053,1191,2400,1102,2591,1220,-0.2679527432804703,-0.2883907611765736,-0.9192562734278548,-16.250802760498555,-16.761637744855705,CENTER,DOWN,DOWN_CENTER,-16.5283,5.3231,2.9459,1.2565083818970688,-11.59704888066279
073_03,HP_073,3,073_03.png,073_03.png,5.3231,-16.5283,2.9459,15.1505,5.3061,51.9763,-11.0,-11.0,0.0,2931.61963,1123.057,2478.22534,1151.09106,2932.56055,1125.66736,2482.85742,1153.74426,2847,1074,3053,1191,2400,1103,2591,1220,-0.4327706759607793,-0.2698534222781233,-0.8601678164830598,-26.708044702848287,-15.655544812020343,LEFT,DOWN,DOWN_LEFT,-16.5283,5.3231,2.9459,-9.04865657536524,-11.365952753105226
073_04,HP_073,4,073_04.png,073_04.png,5.3231,-16.5283,2.9459,15.1505,5.3061,51.9763,-11.0,-5.5,0.0,2931.27954,1132.39587,2477.835,1160.002,2932.27563,1133.4989,2482.53174,1161.221,2847,1080,3053,1193,2400,1108,2591,1221,-0.4418880330056575,-0.1826001901861316,-0.8782893241013348,-26.708044702848287,-10.521250304843331,LEFT,DOWN,DOWN_LEFT,-16.5283,5.3231,2.9459,-9.5337359361346,-6.25406844592739
073_05,HP_073,5,073_05.png,073_05.png,5.3231,-16.5283,2.9459,15.1505,5.3061,51.9763,0.0,-5.5,0.0,2950.78076,1131.624,2496.42773,1159.05884,2948.62378,1132.85388,2498.13354,1160.43311,2847,1080,3053,1193,2400,1108,2591,1221,-0.2744293218329353,-0.1957368202144406,-0.941475249027108,-16.250802760498555,-11.287769785435607,CENTER,DOWN,DOWN_CENTER,-16.5283,5.3231,2.9459,0.8227135006008481,-6.139973286552802
073_06,HP_073,6,073_06.png,073_06.png,5.3231,-16.5283,2.9459,15.1505,5.3061,51.9763,11.0,-5.5,0.0,2972.88525,1131.35193,2517.529,1158.60156,2967.14941,1132.62634,2515.826,1160.05127,2847,1081,3053,1193,2400,1109,2592,1222,-0.077944050802786,-0.2029324677460513,-0.9760856204652084,-4.565592241921155,-11.708494382331716,RIGHT,DOWN,DOWN_RIGHT,-16.5283,5.3231,2.9459,12.337140877014594,-5.78016955042274
073_07,HP_073,7,073_07.png,073_07.png,5.3231,-16.5283,2.9459,15.1505,5.3061,51.9763,11.0,0.0,0.0,2973.09961,1142.34985,2517.75244,1169.14258,2967.32813,1141.844,2516.013,1168.88818,2848,1092,3053,1197,2400,1118,2593,1225,-0.0791913307496787,-0.1012401204893074,-0.9917051835789736,-4.565592241921154,-5.810586594387595,RIGHT,CENTER,CENTER_RIGHT,-16.5283,5.3231,2.9459,11.996008485885994,0.10789743358224663
073_08,HP_073,8,073_08.png,073_08.png,5.3231,-16.5283,2.9459,15.1505,5.3061,51.9763,0.0,0.0,0.0,2950.799,1142.21118,2496.42261,1169.22363,2948.63867,1141.72815,2498.13,1168.95654,2848,1090,3053,1197,2400,1116,2592,1224,-0.278508044487997,-0.0975407765326399,-0.9554679827544624,-16.250802760498555,-5.5975749481060815,CENTER,CENTER,CENTER_CENTER,-16.5283,5.3231,2.9459,0.38102008533856546,-0.4668760288281381
073_09,HP_073,9,073_09.png,073_09.png,5.3231,-16.5283,2.9459,15.1505,5.3061,51.9763,-11.0,0.0,0.0,2931.16821,1142.09155,2477.67236,1169.29578,2932.18237,1141.62866,2482.39624,1169.0177,2848,1089,3053,1196,2400,1116,2592,1225,-0.4475870942377716,-0.0908182207122249,-0.8896166836668777,-26.708044702848287,-5.210680464803566,LEFT,CENTER,CENTER_LEFT,-16.5283,5.3231,2.9459,-10.025653828909837,-0.9662237623780011
073_10,HP_073,10,073_10.png,073_10.png,5.3231,-16.5283,2.9459,15.1505,5.3061,51.9763,-11.0,5.5,0.0,2931.30029,1151.79053,2477.75781,1178.62378,2932.29272,1149.76147,2482.46729,1176.84326,2848,1101,3053,1200,2401,1125,2592,1228,-0.4494419336964536,0.0033325095483353,-0.8933033318057775,-26.708044702848287,0.1909390857239247,LEFT,UP,UP_LEFT,-16.5283,5.3231,2.9459,-10.524481823442796,4.41235155656472
073_11,HP_073,11,073_11.png,073_11.png,5.3231,-16.5283,2.9459,15.1505,5.3061,51.9763,0.0,5.5,0.0,2950.81323,1152.80322,2496.42065,1179.438,2948.651,1150.60693,2498.12769,1177.52173,2848,1104,3053,1202,2401,1127,2592,1228,-0.279840670315078,0.003581472952978,-0.9600397764098604,-16.250802760498555,0.2052037233370905,CENTER,UP,UP_CENTER,-16.5283,5.3231,2.9459,-0.0687356137780234,5.318493018350351
073_12,HP_073,12,073_12.png,073_12.png,5.3231,-16.5283,2.9459,15.1505,5.3061,51.9763,11.0,5.5,0.0,2972.931,1153.34937,2517.63647,1179.741,2967.18823,1151.0636,2515.91577,1177.77319,2848,1106,3053,1202,2401,1129,2594,1228,-0.0795997652301585,0.0037186831654325,-0.9968199680839158,-4.565592241921154,0.2130653417936148,RIGHT,UP,UP_RIGHT,-16.5283,5.3231,2.9459,11.647413154128426,6.12149327432163
073_13,HP_073,13,073_13.png,073_13.png,5.3231,-16.5283,2.9459,15.1505,5.3061,51.9763,11.0,11.0,0.0,2972.40259,1163.80786,2517.19531,1189.89746,2966.749,1159.83228,2515.54688,1186.28967,2848,1121,3052,1208,2401,1141,2594,1232,-0.0791299125452956,0.1085550678331909,-0.990936049494772,-4.565592241921154,6.232028262427054,RIGHT,UP,UP_RIGHT,-16.5283,5.3231,2.9459,11.291133948147078,12.130178242126235
073_14,HP_073,14,073_14.png,073_14.png,5.3231,-16.5283,2.9459,15.1505,5.3061,51.9763,0.0,11.0,0.0,2950.82324,1162.927,2496.42114,1189.24292,2948.66064,1159.09534,2498.12744,1185.74512,2848,1118,3052,1207,2401,1140,2592,1233,-0.278307523161048,0.1045942514192067,-0.9547800611250836,-16.250802760498555,6.003790159422393,CENTER,UP,UP_CENTER,-16.5283,5.3231,2.9459,-0.5267194033620544,11.09935081902318
073_15,HP_073,15,073_15.png,073_15.png,5.3231,-16.5283,2.9459,15.1505,5.3061,51.9763,-11.0,11.0,0.0,2931.66431,1161.1355,2478.08179,1187.62671,2932.598,1157.59875,2482.7373,1184.39722,2848,1114,3053,1205,2401,1137,2592,1233,-0.4473076878337558,0.0973948966083486,-0.889061340133215,-26.70804470284829,5.58917665713064,LEFT,UP,UP_LEFT,-16.5283,5.3231,2.9459,-11.030289323680455,9.78722173149184
074_01,HP_074,1,074_01.png,074_01.png,0.4085,-16.1816,-0.39378,13.5593,7.6648,47.6467,11.0,-11.0,0.0,3009.35767,1369.31323,2496.574,1350.58948,3002.67749,1372.781,2494.44751,1354.479,2870,1327,3094,1458,2366,1313,2576,1438,-0.0499511576575588,-0.3642903791844659,-0.9299448378706706,-3.07463698636776,-21.363917955810244,RIGHT,DOWN,DOWN_RIGHT,-16.1816,0.4085,-0.39378,12.968169415465667,-21.044865894609735
074_02,HP_074,2,074_02.png,074_02.png,0.4085,-16.1816,-0.39378,13.5593,7.6648,47.6467,0.0,-11.0,0.0,2982.84888,1370.32617,2471.50171,1351.25439,2980.46826,1373.62817,2473.432,1355.03149,2870,1327,3094,1458,2366,1312,2574,1438,-0.2561352255013763,-0.3525781387636595,-0.9000463334314033,-15.885295371621565,-20.645086913342567,CENTER,DOWN,DOWN_CENTER,-16.1816,0.4085,-0.39378,0.19264588871579597,-20.25396943097485
074_03,HP_074,3,074_03.png,074_03.png,0.4085,-16.1816,-0.39378,13.5593,7.6648,47.6467,-11.0,-11.0,0.0,2959.531,1372.645,2449.40137,1353.29028,2960.927,1375.56592,2454.89063,1356.72925,2871,1328,3094,1458,2366,1311,2574,1438,-0.4326837699565286,-0.3288349435645403,-0.8394357242261682,-27.26866001104685,-19.198076564058667,LEFT,DOWN,DOWN_LEFT,-16.1816,0.4085,-0.39378,-11.154154714315542,-18.75913509840501
074_04,HP_074,4,074_04.png,074_04.png,0.4085,-16.1816,-0.39378,13.5593,7.6648,47.6467,-11.0,-5.5,0.0,2958.85547,1383.887,2448.65015,1363.94763,2960.36182,1384.98975,2454.26465,1365.669,2871,1332,3094,1460,2366,1315,2574,1440,-0.4449411988569306,-0.2385068749806272,-0.8632159637928002,-27.26866001104685,-13.798431663279867,LEFT,DOWN,DOWN_LEFT,-16.1816,0.4085,-0.39378,-11.133799924435468,-13.359525594320885
074_05,HP_074,5,074_05.png,074_05.png,0.4085,-16.1816,-0.39378,13.5593,7.6648,47.6467,0.0,-5.5,0.0,2982.878,1382.56421,2471.49048,1362.87988,2980.49023,1383.88391,2473.42432,1364.779,2871,1332,3094,1459,2366,1316,2574,1439,-0.2645308158618114,-0.2568344445994686,-0.9295480167945964,-15.88529537162156,-14.88231184357464,CENTER,DOWN,DOWN_CENTER,-16.1816,0.4085,-0.39378,0.22381537223206005,-14.491271057065632
074_06,HP_074,6,074_06.png,074_06.png,0.4085,-16.1816,-0.39378,13.5593,7.6648,47.6467,11.0,-5.5,0.0,3010.49268,1381.94165,2497.60352,1362.57959,3003.62134,1383.363,2495.30786,1364.53,2871,1331,3094,1459,2366,1316,2576,1439,-0.0517049295466504,-0.2659653250872284,-0.962594954335322,-3.0746369863677603,-15.424320456009497,RIGHT,DOWN,DOWN_RIGHT,-16.1816,0.4085,-0.39378,13.009697770178331,-15.10539944428749
074_07,HP_074,7,074_07.png,074_07.png,0.4085,-16.1816,-0.39378,13.5593,7.6648,47.6467,11.0,0.0,0.0,3011.15381,1395.66846,2498.222,1375.60864,3004.172,1394.86157,2495.82446,1375.44727,2871,1340,3094,1462,2366,1323,2576,1441,-0.0529578800708905,-0.1586025706901738,-0.9859212379844882,-3.0746369863677603,-9.125793734899666,RIGHT,CENTER,CENTER_RIGHT,-16.1816,0.4085,-0.39378,13.051279418425848,-8.807003940751523
074_08,HP_074,8,074_08.png,074_08.png,0.4085,-16.1816,-0.39378,13.5593,7.6648,47.6467,0.0,0.0,0.0,2982.90332,1395.758,2471.48267,1375.47156,2980.51025,1394.937,2473.419,1375.33276,2871,1340,3094,1462,2366,1323,2574,1442,-0.2704937834630971,-0.1529047038923799,-0.9505015858142494,-15.885295371621565,-8.795296113554125,CENTER,CENTER,CENTER_CENTER,-16.1816,0.4085,-0.39378,0.2550320648873386,-8.404332139040394
074_09,HP_074,9,074_09.png,074_09.png,0.4085,-16.1816,-0.39378,13.5593,7.6648,47.6467,-11.0,0.0,0.0,2958.48853,1395.825,2448.20654,1375.34668,2960.055,1394.99487,2453.895,1375.22852,2871,1340,3094,1462,2366,1323,2574,1442,-0.4535502189443822,-0.1415501141386318,-0.8799180439579832,-27.26866001104685,-8.137554605944292,LEFT,CENTER,CENTER_LEFT,-16.1816,0.4085,-0.39378,-11.1134131657037,-7.698683989268167
074_10,HP_074,10,074_10.png,074_10.png,0.4085,-16.1816,-0.39378,13.5593,7.6648,47.6467,-11.0,5.5,0.0,2958.48242,1407.96631,2448.13037,1387.00171,2960.04956,1405.17017,2453.8313,1385.00146,2871,1351,3094,1466,2366,1333,2574,1446,-0.4577902570532477,-0.0403523043600131,-0.8881440041344411,-27.26866001104685,-2.312644639726844,LEFT,UP,UP_LEFT,-16.1816,0.4085,-0.39378,-11.092994367920845,-1.873809531046056
074_11,HP_074,11,074_11.png,074_11.png,0.4085,-16.1816,-0.39378,13.5593,7.6648,47.6467,0.0,5.5,0.0,2982.923,1409.24268,2471.47925,1388.40308,2980.527,1406.23315,2473.416,1386.1698,2871,1351,3094,1467,2366,1333,2574,1445,-0.2734514129695755,-0.0436576828299791,-0.9608945475310284,-15.885295371621565,-2.502196260688702,CENTER,UP,UP_CENTER,-16.1816,0.4085,-0.39378,0.28629605544184394,-2.111309214536521
074_12,HP_074,12,074_12.png,074_12.png,0.4085,-16.1816,-0.39378,13.5593,7.6648,47.6467,11.0,5.5,0.0,3011.22241,1409.73267,2498.32886,1389.00427,3004.22974,1406.64185,2495.91382,1386.67017,2871,1352,3094,1467,2366,1334,2576,1445,-0.0535816708745059,-0.0453223932751652,-0.9975344030228268,-3.0746369863677603,-2.597671691505037,RIGHT,UP,UP_RIGHT,-16.1816,0.4085,-0.39378,13.092914418975873,-2.279013283245893
074_13,HP_074,13,074_13.png,074_13.png,0.4085,-16.1816,-0.39378,13.5593,7.6648,47.6467,11.0,11.0,0.0,3010.67871,1423.238,2497.90356,1401.97192,3003.77832,1417.95728,2495.55859,1397.53687,2871,1368,3093,1472,2367,1347,2576,1449,-0.053506238892211,0.0697276630146142,-0.9961300795629706,-3.07463698636776,3.9983452375427913,RIGHT,UP,UP_RIGHT,-16.1816,0.4085,-0.39378,13.13460283052159,4.316872091378011
074_14,HP_074,14,074_14.png,074_14.png,0.4085,-16.1816,-0.39378,13.5593,7.6648,47.6467,0.0,11.0,0.0,2982.93726,1422.24829,2471.48047,1400.93848,2980.54053,1417.1311,2473.41626,1396.67676,2871,1367,3093,1473,2367,1347,2574,1450,-0.2730941555627225,0.0671733516946149,-0.9596391629251044,-15.885295371621565,3.851649866775088,CENTER,UP,UP_CENTER,-16.1816,0.4085,-0.39378,0.3176074328122963,4.242459867969249
074_15,HP_074,15,074_15.png,074_15.png,0.4085,-16.1816,-0.39378,13.5593,7.6648,47.6467,-11.0,11.0,0.0,2958.84375,1419.75818,2448.43286,1398.35571,2960.352,1415.05469,2454.08325,1394.52344,2871,1365,3093,1471,2367,1346,2574,1451,-0.4572791558572439,0.0620993855938516,-0.8871524333097175,-27.26866001104685,3.56032350936092,LEFT,UP,UP_LEFT,-16.1816,0.4085,-0.39378,-11.072543460699231,3.9991230542092397
075_01,HP_075,1,075_01.png,075_01.png,5.5219,-23.9627,0.073587,17.8026,10.8629,47.8714,11.0,-11.0,0.0,3199.55566,1536.47314,2691.23779,1522.00122,3193.09839,1539.68677,2689.41577,1525.55737,3056,1491,3286,1621,2565,1482,2767,1605,-0.1281928488723916,-0.4119994466251447,-0.902121416151149,-8.087671272301558,-24.33049894453163,RIGHT,DOWN,DOWN_RIGHT,-23.9627,5.5219,0.073587,16.201205182606515,-18.840874925341524
075_02,HP_075,2,075_02.png,075_02.png,5.5219,-23.9627,0.073587,17.8026,10.8629,47.8714,0.0,-11.0,0.0,3174.62329,1537.66943,2668.31323,1522.979,3172.20752,1540.68677,2670.194,1526.37207,3056,1491,3286,1621,2565,1482,2765,1605,-0.3204379675750167,-0.3935213531335778,-0.8616614495057269,-20.399354332056745,-23.17378650608145,CENTER,DOWN,DOWN_CENTER,-23.9627,5.5219,0.073587,4.298325839022164,-17.98027086784086
075_03,HP_075,3,075_03.png,075_03.png,5.5219,-23.9627,0.073587,17.8026,10.8629,47.8714,-11.0,-11.0,0.0,3153.05835,1539.8468,2648.47681,1524.94238,3154.13184,1542.50671,2653.54688,1528.01074,3056,1493,3286,1621,2565,1481,2765,1605,-0.4800935389977622,-0.3644197757755957,-0.7979401110586362,-31.03389776726924,-21.37187908133057,LEFT,DOWN,DOWN_LEFT,-23.9627,5.5219,0.073587,-6.082499198324604,-16.62321075721166
